gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Rural,Bachelor,5.45,1,5,0.0,More than 1,A,Gold,123156
Male,Urban,High School,7.93,1,1,2127.0,More than 1,C,Platinum,113844
Female,Urban,Bachelor,4.59,1,6,5284.0,More than 1,A,Platinum,68400
Male,,High School,86.02,1,4,0.0,More than 1,A,Gold,67884
Female,Rural,Bachelor,9.94,0,8,5359.0,More than 1,B,Platinum,156624
Female,Urban,Others,2.33,0,2,8577.0,More than 1,A,Gold,106272
Male,Rural,Bachelor,13.64,1,2,0.0,1,B,Platinum,59520
Female,Urban,High School,7.41,0,6,7964.0,More than 1,C,Platinum,57588
Female,Rural,Bachelor,25.51,1,7,2331.0,More than 1,B,Platinum,175656
Male,,Bachelor,6.3,1,6,2819.0,More than 1,B,Platinum,69132
Female,,High School,5.96,0,3,3333.0,1,C,Platinum,71148
Male,,Others,4.73,0,6,6454.0,1,A,Platinum,33204
Male,Urban,High School,6.91,1,7,3657.0,More than 1,A,Gold,102324
Female,Urban,High School,0.77,0,6,6175.0,More than 1,A,Silver,475356
Female,Urban,Bachelor,85.48,1,2,0.0,More than 1,A,Silver,308436
Female,Urban,High School,8.66,0,3,2003.0,More than 1,B,Platinum,266088
Male,Urban,High School,9.58,0,4,6173.0,1,A,Platinum,28008
Male,Urban,Bachelor,6.47,1,6,2368.0,More than 1,A,Platinum,70644
Female,Rural,High School,8.66,0,4,3066.0,More than 1,B,Gold,32388
Male,Urban,Bachelor,4.39,0,7,7684.0,More than 1,B,Platinum,367968
Female,Rural,High School,5.81,0,7,6337.0,1,B,Platinum,56472
Female,,High School,7.54,1,6,2202.0,More than 1,B,Platinum,117936
Female,Rural,Bachelor,7.35,1,5,0.0,More than 1,,Silver,93552
Female,Urban,Bachelor,8.89,1,1,4451.0,1,A,Platinum,34500
Female,Rural,High School,24.91,0,5,,More than 1,B,Platinum,61116
Male,Urban,Bachelor,72.11,0,2,0.0,More than 1,C,Silver,333336
Female,Urban,Bachelor,9.96,0,5,3658.0,1,A,Silver,35364
Male,Urban,High School,4.35,0,4,5276.0,More than 1,B,Platinum,121596
Male,Urban,Bachelor,6.06,0,6,4283.0,1,A,Platinum,31620
Female,Urban,Bachelor,8.81,1,2,3551.0,More than 1,A,Platinum,198756
Female,,Bachelor,4.59,0,0,9267.0,More than 1,A,Platinum,181548
Female,Urban,Bachelor,4.43,1,6,,1,A,Silver,46848
Male,Urban,High School,7.11,1,6,4091.0,More than 1,C,Platinum,106128
Male,Urban,Bachelor,,0,1,5665.0,More than 1,B,Gold,98556
Male,Urban,High School,7.98,1,6,,More than 1,,Platinum,70632
Male,Urban,High School,9.22,1,3,3684.0,1,A,Gold,54084
Male,Urban,Bachelor,66.1,0,4,9919.0,More than 1,B,Platinum,95508
Female,Rural,Bachelor,5.26,1,6,0.0,More than 1,B,Platinum,60144
Male,Urban,High School,2.51,0,4,10946.0,More than 1,A,Platinum,116424
Male,Urban,Bachelor,2.85,1,6,0.0,1,B,Platinum,44904
Male,Rural,Bachelor,7.24,0,1,2810.0,1,A,Silver,35148
Female,Urban,Bachelor,3.94,0,0,6918.0,More than 1,B,Gold,66180
Female,Urban,High School,7.84,1,4,3899.0,More than 1,B,Gold,70680
Male,,High School,4.96,1,7,10951.0,More than 1,A,Platinum,90924
Male,,High School,7.09,1,4,6537.0,1,A,Platinum,58800
Male,Rural,Bachelor,5.26,0,7,,More than 1,A,Silver,85800
Female,Rural,High School,12.74,1,1,2119.0,More than 1,A,Gold,110268
Female,Urban,High School,4.49,1,2,6874.0,More than 1,A,Platinum,63456
Female,Rural,High School,9.96,0,5,0.0,More than 1,A,Platinum,99300
Female,Urban,High School,6.67,1,4,,More than 1,A,Silver,97104
Female,Rural,High School,7.91,1,2,,1,B,Gold,43344
Male,Urban,High School,6.1,0,5,6298.0,More than 1,A,Gold,29796
Male,Urban,Others,49.82,1,6,2287.0,More than 1,A,Platinum,188364
Female,Urban,Bachelor,6.96,1,2,6392.0,1,A,Platinum,32904
Male,Urban,High School,5.8,0,3,6118.0,1,B,Platinum,50820
Female,Rural,High School,2.97,0,7,5919.0,More than 1,A,Gold,60936
Male,,Bachelor,2.35,1,8,3586.0,1,A,Silver,69120
Male,Rural,High School,,1,4,2832.0,More than 1,B,Gold,183432
Female,Urban,High School,42.59,0,5,0.0,More than 1,C,Platinum,179256
Male,Urban,Bachelor,8.13,1,7,5854.0,More than 1,B,Silver,64128
Female,Urban,High School,8.13,1,6,4087.0,More than 1,B,Platinum,67920
Male,Urban,High School,8.48,1,7,3326.0,More than 1,A,Platinum,65796
Male,Urban,High School,,1,6,6018.0,1,A,Platinum,45372
Male,Urban,High School,95.95,1,0,6537.0,More than 1,A,Platinum,153816
Male,Urban,Bachelor,,0,7,5683.0,More than 1,A,Silver,102240
Female,Urban,Bachelor,37.89,0,0,5696.0,1,A,Platinum,34068
Female,Urban,High School,9.13,0,6,13950.0,More than 1,A,Gold,203136
Female,Urban,High School,2.17,0,6,8448.0,More than 1,A,Platinum,101196
Male,Urban,High School,6.21,1,2,2682.0,More than 1,A,Gold,119280
Male,Urban,Others,8.66,1,6,3730.0,More than 1,B,Platinum,153720
Female,Rural,High School,5.89,0,2,6270.0,More than 1,A,Silver,128148
Male,Urban,Bachelor,3.9,0,3,16777.0,More than 1,A,Gold,74136
Female,Rural,High School,7.14,0,4,8626.0,More than 1,A,Platinum,93708
Male,Urban,Bachelor,3.02,0,5,6795.0,More than 1,A,Platinum,72204
Male,Urban,High School,8.53,0,7,2972.0,More than 1,A,Gold,48888
Female,,High School,5.66,0,4,2174.0,More than 1,B,Platinum,67764
Female,Rural,High School,2.8,0,0,0.0,1,B,Silver,45468
Male,Urban,High School,8.83,0,4,5822.0,More than 1,A,Gold,395964
Male,Urban,Others,15.48,0,6,3573.0,1,B,Platinum,33900
Female,Urban,High School,5.08,1,2,5141.0,More than 1,A,Platinum,245340
Male,Rural,High School,,1,1,,1,C,Gold,33768
Male,Urban,High School,0.9,0,6,5705.0,More than 1,B,Platinum,266124
Male,Urban,Bachelor,,1,6,8272.0,More than 1,C,Platinum,256296
Male,Urban,Bachelor,9.45,1,4,4721.0,More than 1,A,Platinum,98676
Male,Rural,Bachelor,6.33,1,8,2103.0,More than 1,A,Platinum,67932
Female,Urban,Bachelor,4.22,0,3,10093.0,More than 1,,Silver,74280
Male,Urban,Bachelor,8.88,1,3,6773.0,1,B,Gold,70848
Female,Rural,High School,55.59,1,5,0.0,1,A,Platinum,62940
Male,Urban,High School,7.32,1,6,3939.0,More than 1,A,Platinum,61404
Male,Rural,Bachelor,94.95,0,1,0.0,1,A,Platinum,50640
Male,Urban,High School,9.16,0,1,5061.0,1,A,Silver,31848
Male,Urban,High School,6.5,0,6,6157.0,More than 1,A,Silver,99816
Female,Urban,High School,,1,2,5697.0,More than 1,A,Platinum,125952
Female,Urban,Others,6.95,0,3,12010.0,More than 1,B,Platinum,66648
Female,,High School,5.5,0,6,0.0,More than 1,A,Platinum,101784
Female,Urban,High School,5.3,1,4,0.0,1,C,Platinum,48204
Male,Rural,Bachelor,9.86,1,8,0.0,More than 1,B,Platinum,60156
Male,Urban,Bachelor,3.28,0,5,4071.0,More than 1,B,Platinum,65592
Male,Urban,High School,29.8,1,6,4308.0,More than 1,A,Gold,62016
Female,Urban,High School,6.66,0,5,5650.0,More than 1,A,Gold,50196
Male,Urban,Bachelor,7.58,1,4,10412.0,More than 1,A,Platinum,99924
Female,Urban,High School,87.33,0,6,5539.0,More than 1,A,Platinum,66528
Male,Urban,High School,56.68,1,6,4150.0,More than 1,C,Platinum,184488
Female,Urban,Bachelor,2.83,0,4,5177.0,More than 1,C,Silver,299544
Female,Urban,High School,6.3,0,1,,1,A,Platinum,44064
Male,Rural,Bachelor,7.32,1,3,0.0,More than 1,A,Gold,455592
Male,,Others,8.93,1,6,0.0,More than 1,C,Silver,30084
Female,Urban,Bachelor,,0,2,2864.0,More than 1,A,Silver,109488
Male,Urban,High School,6.03,1,8,4504.0,1,A,Silver,31164
Male,Urban,Bachelor,8.24,1,5,3006.0,More than 1,B,Platinum,68388
Female,Urban,High School,7.48,0,3,3628.0,More than 1,A,Platinum,166800
Male,Rural,Others,9.5,1,8,5492.0,1,A,Gold,66276
Male,Rural,Bachelor,,0,4,,More than 1,A,Platinum,70296
Male,Urban,High School,4.79,0,1,6277.0,More than 1,A,Platinum,95256
Male,Rural,High School,5.13,1,7,0.0,More than 1,A,Platinum,50364
Female,Urban,Bachelor,5.59,1,4,4048.0,1,A,Platinum,32400
Female,Urban,Bachelor,3.79,0,4,8793.0,More than 1,A,Gold,136596
Female,Rural,Bachelor,43.65,1,3,5289.0,1,A,Platinum,35532
Male,Urban,Bachelor,8.64,0,8,3721.0,1,C,Platinum,32736
Male,Urban,High School,3.44,0,7,5335.0,More than 1,A,Gold,61548
Female,Urban,Bachelor,5.82,1,5,5735.0,More than 1,A,Platinum,67428
Male,Urban,High School,4.72,0,3,6283.0,1,A,Silver,33612
Male,Urban,High School,,1,1,4415.0,More than 1,A,Platinum,105096
Female,Rural,High School,36.48,1,7,0.0,More than 1,B,Platinum,69960
Female,Urban,High School,8.14,1,4,6471.0,1,A,Platinum,61608
Male,Urban,High School,7.53,0,0,5980.0,More than 1,A,Platinum,69504
Male,Urban,Bachelor,9.35,1,3,3759.0,More than 1,A,Platinum,112452
Female,Urban,High School,4.83,1,6,0.0,More than 1,C,Platinum,63348
Female,Urban,High School,7.77,0,5,5769.0,More than 1,A,Gold,58476
Male,Urban,Bachelor,6.76,0,2,6168.0,More than 1,,Platinum,158220
Male,Urban,High School,,0,4,3557.0,More than 1,A,Gold,65124
Female,Rural,Bachelor,5.68,1,1,4542.0,1,A,Platinum,37596
Female,Urban,Bachelor,99.0,0,6,2678.0,1,B,Platinum,36372
Male,Urban,High School,,1,4,4243.0,1,C,Platinum,63180
Female,Urban,Bachelor,9.39,1,6,3904.0,More than 1,A,Platinum,29232
Male,Urban,High School,6.06,1,5,2266.0,1,B,Platinum,58932
Male,Urban,Bachelor,,0,2,3910.0,More than 1,A,Gold,106752
Male,Rural,High School,8.96,1,7,3305.0,1,B,Platinum,32904
Male,Rural,High School,5.42,1,4,0.0,1,A,Platinum,31740
Male,Rural,Bachelor,6.54,1,6,0.0,More than 1,,Platinum,52980
Male,Urban,High School,4.72,0,1,4043.0,1,A,Silver,38016
Male,Urban,High School,7.74,1,3,0.0,More than 1,B,Platinum,64764
Female,Urban,Bachelor,3.83,0,5,6633.0,1,A,Silver,45612
Female,,Bachelor,3.81,0,4,4532.0,More than 1,A,Gold,435888
Male,Urban,High School,3.95,1,4,3824.0,More than 1,A,Gold,342972
Female,Urban,Bachelor,2.85,0,6,6386.0,More than 1,A,Platinum,168204
Male,Urban,High School,9.02,1,1,5509.0,More than 1,,Platinum,101316
Female,Urban,High School,7.67,0,6,,More than 1,A,Platinum,64812
Female,Urban,High School,5.92,0,2,2669.0,1,A,Platinum,50520
Male,Urban,Bachelor,2.22,0,6,10739.0,More than 1,,Gold,66888
Male,Rural,Bachelor,30.09,1,7,2946.0,More than 1,B,Platinum,55536
Male,Urban,High School,7.9,1,1,3583.0,More than 1,B,Platinum,111396
Female,Rural,Bachelor,,0,8,2162.0,More than 1,B,Gold,69024
Female,Urban,Others,5.45,1,7,6770.0,More than 1,A,Silver,68808
Female,Rural,Bachelor,9.14,1,4,0.0,More than 1,A,Silver,80340
Female,Urban,High School,5.01,1,8,3698.0,More than 1,B,Silver,74640
Female,Urban,High School,9.67,0,8,9634.0,More than 1,A,Platinum,110892
Male,Rural,High School,8.81,0,7,8469.0,More than 1,A,Silver,113112
Male,Rural,Bachelor,2.15,0,7,4456.0,1,A,Platinum,50460
Female,Rural,Bachelor,8.43,1,0,3333.0,More than 1,B,Platinum,62856
Female,Urban,High School,,1,6,6326.0,More than 1,A,Platinum,35904
Female,Urban,Bachelor,58.43,1,6,2031.0,More than 1,A,Platinum,166860
Male,Urban,Bachelor,64.0,1,1,0.0,1,A,Silver,37008
Male,,Bachelor,6.39,0,5,15485.0,More than 1,A,Platinum,116316
Male,Rural,Bachelor,6.73,1,4,2815.0,More than 1,A,Platinum,180780
Female,Rural,Bachelor,,1,6,2393.0,More than 1,A,Gold,102492
Female,Urban,High School,4.86,1,4,5735.0,More than 1,A,Silver,255684
Male,Urban,Bachelor,7.4,0,1,11753.0,More than 1,A,Platinum,359232
Female,Urban,Bachelor,4.63,0,8,7435.0,More than 1,,Gold,319164
Female,Urban,Bachelor,87.15,0,5,5931.0,1,A,Platinum,47244
Male,Urban,High School,,1,3,9809.0,More than 1,A,Silver,93108
Male,Urban,High School,6.28,0,1,5770.0,1,C,Platinum,34236
Male,Rural,Bachelor,6.89,1,0,3125.0,1,B,Platinum,56964
Female,Rural,High School,3.01,1,4,3927.0,More than 1,A,Gold,246852
Female,Urban,Bachelor,6.61,1,5,4565.0,More than 1,B,Gold,72492
Male,,Bachelor,6.39,1,8,6373.0,More than 1,A,Platinum,49524
Female,Urban,High School,9.43,1,2,11106.0,More than 1,A,Platinum,108912
Female,Urban,High School,8.1,0,6,7562.0,More than 1,C,Platinum,64428
Female,Rural,High School,8.68,0,6,5886.0,More than 1,A,Platinum,60888
Female,Urban,High School,3.82,1,8,6031.0,1,A,Gold,30288
Male,Rural,Bachelor,38.26,1,8,0.0,More than 1,,Gold,65640
Male,Rural,Bachelor,40.32,1,1,0.0,1,A,Silver,52308
Female,Urban,Bachelor,84.86,0,2,,More than 1,A,Platinum,108864
Male,Urban,High School,41.36,1,6,4708.0,1,A,Silver,36720
Female,Urban,High School,59.9,0,3,,More than 1,A,Platinum,112188
Female,Rural,Bachelor,9.66,1,7,3692.0,More than 1,A,Platinum,102276
Male,Urban,High School,59.23,0,4,3986.0,More than 1,A,Platinum,62664
Female,,High School,,1,0,0.0,More than 1,A,Silver,104784
Female,Urban,High School,1.66,0,2,4045.0,More than 1,A,Silver,61836
Male,Urban,High School,,0,2,9930.0,More than 1,A,Silver,67716
Female,Urban,High School,5.15,1,8,4617.0,More than 1,C,Platinum,64464
Male,Rural,High School,5.28,1,5,,More than 1,A,Platinum,46656
Male,Urban,High School,8.54,1,6,6905.0,More than 1,A,Platinum,139632
Male,Rural,High School,9.66,0,1,0.0,More than 1,C,Platinum,89760
Female,Urban,High School,,1,3,9662.0,More than 1,A,Gold,540720
Male,Rural,Bachelor,56.94,1,7,,More than 1,B,Platinum,123036
Female,Rural,High School,,0,4,,More than 1,B,Platinum,72996
Male,Urban,Bachelor,0.2,1,2,3616.0,More than 1,A,Platinum,47496
Male,Rural,Bachelor,94.08,1,4,0.0,More than 1,A,Gold,51072
Female,Urban,High School,2.22,0,6,0.0,1,A,Silver,32964
Male,Urban,Others,9.23,1,8,2457.0,1,C,Silver,63912
Female,Urban,Bachelor,,0,4,2137.0,More than 1,B,Platinum,64584
Male,Urban,High School,,1,6,4269.0,1,A,Gold,31032
Male,Rural,High School,6.58,1,7,0.0,1,B,Platinum,34860
Male,Rural,High School,9.27,1,3,,1,C,Gold,33516
Female,Rural,High School,5.35,0,1,3987.0,More than 1,A,Gold,365136
Female,Rural,Bachelor,6.98,1,7,0.0,1,C,Platinum,64920
Male,Rural,Bachelor,5.69,0,6,0.0,1,B,Platinum,74868
Female,Urban,High School,9.12,1,5,5835.0,More than 1,A,Gold,63192
Male,Rural,Bachelor,91.64,1,7,3210.0,1,B,Platinum,44436
Male,Urban,Bachelor,6.26,0,7,5002.0,More than 1,A,Platinum,122916
Female,Rural,Bachelor,66.97,0,4,3762.0,1,A,Platinum,32268
Male,Urban,High School,6.95,1,1,3612.0,More than 1,A,Platinum,65352
Male,Urban,High School,5.47,1,6,3459.0,More than 1,C,Platinum,68100
Male,Urban,High School,,1,2,4303.0,1,A,Platinum,32256
Female,Urban,High School,94.66,0,6,6037.0,1,,Gold,48744
Female,Urban,Bachelor,5.87,1,4,6452.0,1,A,Silver,32964
Female,Urban,High School,93.8,0,3,5669.0,More than 1,A,Platinum,33348
Female,Urban,Bachelor,6.65,1,0,5946.0,More than 1,A,Platinum,284508
Male,,High School,9.77,1,6,4730.0,1,A,Silver,34776
Male,Urban,High School,41.76,1,4,3948.0,1,C,Gold,63984
Male,Urban,High School,8.92,1,6,5899.0,More than 1,A,Platinum,65016
Male,Urban,High School,2.55,0,3,8669.0,More than 1,A,Silver,487500
Female,Rural,Bachelor,8.79,1,8,0.0,More than 1,A,Silver,32868
Female,,Bachelor,,1,3,0.0,More than 1,C,Platinum,94068
Female,Urban,High School,9.98,1,7,6399.0,1,A,Platinum,31476
Female,Urban,High School,15.88,0,5,7489.0,More than 1,A,Gold,113964
Male,Rural,High School,5.95,0,4,0.0,More than 1,B,Platinum,62472
Male,Urban,Bachelor,90.77,1,5,12449.0,More than 1,A,Platinum,63888
Male,Rural,Bachelor,7.83,0,3,0.0,More than 1,A,Platinum,111744
Female,Urban,Bachelor,7.31,0,4,6391.0,1,A,Platinum,45036
Female,Rural,Bachelor,98.47,0,6,0.0,More than 1,A,Gold,96900
Male,Urban,Bachelor,9.48,0,6,5544.0,1,A,Platinum,32184
Male,Urban,High School,7.23,0,2,5561.0,1,A,Gold,62772
Female,Rural,High School,7.05,0,2,0.0,More than 1,B,Silver,57396
Female,Urban,Bachelor,7.85,1,7,3722.0,More than 1,A,Platinum,206112
Male,Urban,High School,4.92,1,7,2575.0,1,A,Platinum,53460
Male,Urban,Bachelor,6.93,1,6,8476.0,1,A,Silver,34452
Female,Urban,Bachelor,7.69,0,4,0.0,More than 1,A,Platinum,148488
Male,Urban,Bachelor,3.97,1,5,,More than 1,C,Silver,58848
Female,Urban,Bachelor,6.97,0,5,6270.0,1,A,Platinum,30780
Male,Urban,Bachelor,5.38,0,7,0.0,More than 1,B,Platinum,31776
Male,Rural,Bachelor,60.5,1,6,0.0,1,A,Gold,33012
Female,Urban,Bachelor,8.96,0,1,,More than 1,A,Silver,72156
Male,Urban,Bachelor,50.61,0,1,4162.0,1,A,Gold,34608
Female,Urban,High School,9.48,1,6,9096.0,More than 1,A,Platinum,110196
Male,Urban,Bachelor,20.52,1,8,6670.0,More than 1,A,Silver,182808
Male,Urban,Bachelor,5.47,0,3,8885.0,More than 1,,Gold,54852
Female,Urban,High School,5.4,0,6,7410.0,More than 1,A,Platinum,50304
Female,Urban,Bachelor,2.27,0,3,6499.0,More than 1,A,Silver,263292
Female,Urban,High School,4.3,1,4,4944.0,More than 1,A,Platinum,97608
Female,Urban,High School,7.11,1,4,4017.0,1,C,Gold,31548
Male,Urban,Others,2.35,0,8,3663.0,More than 1,A,Gold,61488
Male,Rural,High School,50.61,0,0,12885.0,More than 1,A,Platinum,67764
Male,Urban,Others,8.38,0,6,4756.0,More than 1,A,Gold,118176
Male,Rural,High School,8.89,1,4,4339.0,More than 1,A,Platinum,202572
Male,Urban,Others,5.65,1,4,6177.0,More than 1,C,Gold,58944
Male,,High School,9.94,1,1,3770.0,More than 1,,Gold,51480
Female,,High School,8.64,0,6,0.0,1,A,Platinum,29976
Male,Urban,Others,2.11,1,5,6530.0,1,A,Platinum,32832
Female,,Bachelor,8.61,1,8,0.0,More than 1,A,Gold,92664
Male,Urban,Bachelor,3.76,1,5,2085.0,More than 1,B,Silver,59628
Male,Rural,Bachelor,42.33,1,3,0.0,More than 1,B,Platinum,35136
Male,Rural,High School,5.73,0,5,4361.0,1,B,Silver,56280
Female,Rural,Bachelor,9.83,1,3,6662.0,1,A,Gold,31152
Male,Rural,High School,5.19,0,7,0.0,1,C,Silver,39768
Female,Rural,Bachelor,9.11,0,7,0.0,More than 1,C,Gold,35784
Male,Urban,Bachelor,8.0,0,7,0.0,More than 1,C,Platinum,69540
Male,Urban,Bachelor,3.06,1,2,8793.0,More than 1,A,Gold,109404
Male,Rural,High School,5.22,1,2,4426.0,More than 1,A,Gold,61764
Male,Urban,High School,7.15,1,5,0.0,1,,Platinum,51480
Male,Urban,Bachelor,7.09,1,8,2361.0,1,A,Platinum,32412
Male,Urban,High School,4.17,1,6,4232.0,1,A,Platinum,99276
Male,Rural,Others,6.8,1,3,2025.0,1,B,Platinum,67320
Male,Rural,Bachelor,6.89,0,6,0.0,More than 1,A,Platinum,481464
Male,Urban,Bachelor,65.59,1,0,6479.0,More than 1,A,Platinum,33744
Male,Urban,High School,9.58,0,5,6082.0,1,A,Gold,32004
Female,,Bachelor,,1,6,3724.0,1,B,Gold,246684
Female,Urban,High School,2.98,1,0,3816.0,More than 1,,Platinum,252612
Female,Rural,Bachelor,2.38,0,3,5035.0,More than 1,A,Gold,80316
Female,Urban,High School,5.68,1,0,15337.0,More than 1,C,Gold,68112
Male,Urban,Bachelor,1.6,0,2,3898.0,More than 1,,Platinum,63204
Female,Urban,High School,9.51,1,2,5623.0,1,A,Silver,45864
Male,Urban,High School,6.93,0,7,12635.0,More than 1,A,Platinum,113532
Male,Urban,Bachelor,5.43,0,6,7089.0,More than 1,A,Gold,68988
Female,Urban,High School,2.21,0,3,4104.0,More than 1,A,Silver,177564
Male,Urban,High School,5.88,1,8,4787.0,More than 1,B,Silver,162672
Male,Rural,Bachelor,7.92,1,7,6195.0,More than 1,B,Gold,109344
Male,Rural,High School,6.88,1,4,0.0,More than 1,A,Gold,100080
Female,Urban,High School,9.88,1,3,8459.0,1,A,Platinum,31236
Male,Urban,High School,70.59,1,2,3885.0,More than 1,C,Gold,147864
Male,Urban,High School,1.31,1,4,0.0,1,A,Silver,31452
Male,Urban,High School,8.36,0,6,7341.0,1,,Gold,65400
Male,Urban,Bachelor,2.24,1,6,4980.0,More than 1,A,Platinum,299616
Male,Urban,Bachelor,74.97,0,2,0.0,1,A,Silver,34512
Male,Urban,Bachelor,8.45,1,2,4841.0,More than 1,A,Platinum,60360
Male,Rural,Bachelor,46.54,0,1,0.0,More than 1,B,Silver,68412
Male,Urban,High School,5.13,1,7,4093.0,More than 1,A,Silver,61188
Male,Urban,Others,5.38,0,2,4022.0,More than 1,,Platinum,108072
Female,Urban,High School,44.31,1,5,8663.0,More than 1,A,Platinum,69696
Male,Rural,Bachelor,6.11,1,3,3185.0,More than 1,B,Silver,70488
Female,Urban,High School,8.15,0,1,11178.0,More than 1,A,Platinum,108780
Female,Urban,High School,1.67,0,4,11971.0,More than 1,A,Platinum,96216
Female,Urban,High School,89.3,1,6,,More than 1,B,Silver,66432
Male,,High School,5.59,0,2,3386.0,More than 1,A,Silver,61404
Male,Urban,Bachelor,8.28,1,2,5943.0,1,C,Gold,387960
Female,Urban,High School,4.36,0,6,4287.0,More than 1,B,Platinum,162180
Male,Urban,Bachelor,4.48,1,5,3537.0,1,A,Platinum,53964
Female,Urban,Bachelor,2.44,0,8,4150.0,More than 1,B,Platinum,112800
Male,Urban,High School,6.19,1,6,2816.0,1,A,Platinum,62868
Male,Urban,Bachelor,4.32,1,1,3856.0,More than 1,B,Silver,336336
Female,Urban,Bachelor,9.01,1,6,12069.0,More than 1,C,Silver,97824
Female,Urban,Bachelor,,0,3,8157.0,More than 1,A,Platinum,176892
Male,Urban,Bachelor,4.56,0,7,,1,B,Gold,31164
Female,Urban,Bachelor,4.07,0,3,2796.0,More than 1,A,Platinum,102252
Female,Urban,High School,90.74,1,6,4358.0,1,B,Gold,107304
Male,Urban,Bachelor,9.65,1,4,4773.0,More than 1,B,Platinum,73608
Male,Rural,Bachelor,,0,7,0.0,More than 1,A,Platinum,80544
Male,Urban,High School,6.77,1,7,9110.0,1,A,Silver,33252
Male,Urban,High School,1.61,1,5,5178.0,More than 1,,Platinum,64296
Female,Urban,High School,28.86,1,2,,More than 1,A,Gold,63456
Male,Rural,High School,7.47,1,0,2314.0,1,A,Platinum,32952
Male,Rural,High School,6.91,1,5,7906.0,More than 1,A,Silver,256476
Male,Urban,High School,42.48,0,6,5104.0,More than 1,A,Silver,475728
Female,Rural,Bachelor,,0,6,3141.0,More than 1,A,Silver,63792
Male,Urban,High School,7.09,0,8,16500.0,More than 1,B,Gold,69108
Male,Rural,High School,98.11,1,7,2846.0,1,B,Platinum,67980
Male,Urban,Bachelor,2.17,1,6,5618.0,More than 1,B,Silver,58488
Female,Urban,Bachelor,98.88,1,6,0.0,1,A,Silver,55428
Male,Urban,High School,8.32,1,5,6506.0,1,A,Gold,62772
Male,Urban,Bachelor,3.83,0,6,3970.0,More than 1,A,Gold,118308
Male,Urban,Bachelor,9.9,0,2,9526.0,More than 1,A,Platinum,102468
Male,Urban,High School,9.75,1,2,,More than 1,A,Platinum,165024
Male,Rural,Bachelor,6.99,1,7,0.0,More than 1,A,Platinum,98964
Male,Urban,High School,7.96,1,3,5796.0,More than 1,A,Platinum,100044
Female,Urban,Bachelor,5.51,0,6,5688.0,More than 1,A,Platinum,109908
Male,Urban,High School,2.11,0,1,5363.0,1,A,Gold,42492
Female,Rural,Bachelor,8.31,1,6,4155.0,More than 1,A,Silver,54504
Female,Urban,High School,7.71,0,7,3883.0,More than 1,A,Platinum,67596
Female,Urban,High School,5.88,0,5,5731.0,1,A,Platinum,53256
Female,Urban,High School,6.35,0,6,,More than 1,A,Platinum,84684
Male,Urban,Bachelor,,0,1,3401.0,More than 1,C,Platinum,67560
Male,Urban,Bachelor,6.32,1,6,11407.0,More than 1,A,Platinum,109356
Female,Urban,Bachelor,5.53,1,6,5764.0,More than 1,A,Silver,101304
Female,Rural,High School,5.3,0,5,0.0,1,B,Platinum,32472
Male,Urban,High School,4.05,1,6,5976.0,More than 1,B,Platinum,64968
Female,Urban,High School,70.37,1,4,3439.0,More than 1,A,Platinum,68088
Female,Rural,High School,4.45,1,5,,More than 1,A,Gold,59880
Female,Urban,High School,7.05,0,8,6559.0,More than 1,C,Platinum,66312
Male,Rural,High School,5.36,0,6,4184.0,1,A,Platinum,61200
Male,Rural,High School,8.49,1,7,4077.0,1,A,Platinum,35328
Male,Urban,High School,28.99,1,5,3553.0,More than 1,A,Platinum,61488
